,AAACSVI FP Equity,AAMACEA FP Equity,AAPAE2A LX Equity,ABCMGLA FP Equity,ABEEHYA LX Equity,ABGEAEC LX Equity,AEEM FP Equity,AEJ FP Equity,AFGVIVA FP Equity,AGFEMER FP Equity,AGFFIDA FP Equity,AGFHREN FP Equity,AGFOPID FP Equity,AGRAHEC LX Equity,AGSBPKA FP Equity,ALGAIAT LX Equity,ALLGEAT LX Equity,AM3A FP Equity,AMBBAEC LX Equity,AMIPEAK FP Equity,AMSAMON FP Equity,AMSEGLA FP Equity,AMSEPEA FP Equity,AMUPATE FP Equity,AOYAECF LX Equity,ASI FP Equity,ATAMERQ FP Equity,ATEPAEC LX Equity,ATMARII FP Equity,ATOUTEM FP Equity,AU2 FP Equity,AXAAEDC FP Equity,AXAECAC LX Equity,AXAEDAC LX Equity,AXAEMAC LX Equity,AXAEUBB ID Equity,AXAEUNC FP Equity,AXAEUOP FP Equity,AXAEURA FP Equity,AXAFEEA LX Equity,AXAGIAE LX Equity,AXAIBAA LX Equity,AXAOPPO FP Equity,AXAORMC FP Equity,AXAREUB ID Equity,AXASMAC FP Equity,AXEOIAC LX Equity,AXGLSAE LX Equity,AXOBLIR LX Equity,AXROACE LX Equity,AXWAGAE LX Equity,AXWAGEE LX Equity,AXWECEA LX Equity,BBMCSPP FP Equity,BDLCONV FP Equity,BFICMHE LX Equity,BGMA2EU LX Equity,BMMACOP FP Equity,BMMCAPI FP Equity,BNK FP Equity,BNKE FP Equity,BNPAMEU FP Equity,BNPAMFR FP Equity,BNPAPSA FP Equity,BNPAQUP FP Equity,BNPETHC FP Equity,BPSDSAF FP Equity,BRE FP Equity,BRGAUSE ID Equity,BRGGEME ID Equity,BRGHKGE ID Equity,BRGPACE ID Equity,BRLDDCE ID Equity,BSOEURF FP Equity,BUHGYDB LX Equity,BX4 FP Equity,C40 FP Equity,CAACSSO FP Equity,CAAMOIP FP Equity,CAC FP Equity,CAIVESL FP Equity,CAPR100 FP Equity,CARCOMM LX Equity,CARCONV FP Equity,CARCSHP LX Equity,CAREMDS LX Equity,CAREMER FP Equity,CAREPAC LX Equity,CAREURC LX Equity,CARFNOM FP Equity,CARFRPR FP Equity,CARGLBD LX Equity,CARINVL FP Equity,CARINVT FP Equity,CARMPAT FP Equity,CARPREA FP Equity,CARREAC FP Equity,CARSECC FP Equity,CARUCAE LX Equity,CDARMEC LX Equity,CDCEMRE LX Equity,CDCGCRC LX Equity,CDCNMAR FP Equity,CDCPRRE LX Equity,CE431871     Corp,CEC FP Equity,CGMONDE FP Equity,CGNVASI FP Equity,CHIYIAA LX Equity,CHOLCAP FP Equity,CICAMNE FP Equity,CISCOVA FP Equity,CMACTOR FP Equity,CMBFSEL FP Equity,CMNCAOF FP Equity,CMNOBLI FP Equity,CN1 FP Equity,CNAA FP Equity,CNB FP Equity,CODW FP Equity,COSW FP Equity,CPGDAEA LX Equity,CPRCROD FP Equity,CPRCROI FP Equity,CPRCROP FP Equity,CPRENJP FP Equity,CPROATP FP Equity,CPRSAGE FP Equity,CRMGGCH ID Equity,CRMIDCP FP Equity,CRN FP Equity,CRP FP Equity,CSW FP Equity,CU2 FP Equity,DAMEXEU FP Equity,DAX FP Equity,DBRZELC LX Equity,DEXAUCE LX Equity,DEXOBIE FP Equity,DEXTRCC LX Equity,DIEGRBE LX Equity,DJE FP Equity,DNCABBE LX Equity,DNCACEC FP Equity,DNCAECE FP Equity,DNCAEVO FP Equity,DNCAEVP FP Equity,DNCAMEB LX Equity,DNCASEP FP Equity,DNCASER FP Equity,DNCATAL FP Equity,DNCCEUC FP Equity,DNIVQBE LX Equity,DORCONV FP Equity,DORMANG FP Equity,DPROVST GR Equity,DSB FP Equity,DWGLGLC LX Equity,DWIGALC LX Equity,DWSBPLC LX Equity,DWSCELC LX Equity,DWSDAKO GR Equity,DWSEELC LX Equity,DWSTALC LX Equity,DWSV25P LX Equity,ECACCEC FP Equity,ECACTIO FP Equity,ECAFXBE FP Equity,ECDEDUC FP Equity,ECHAGEN FP Equity,ECHAGRE FP Equity,ECHARIA LX Equity,ECHENVI FP Equity,ECHGLBC FP Equity,ECHGLOC FP Equity,ECHMAJR FP Equity,ECHPATR FP Equity,ECHQMEU FP Equity,ECHVALU FP Equity,ECN FP Equity,ECOCPAC FP Equity,ECOPATD FP Equity,EDEECAE LX Equity,EDRBAAE LX Equity,EDRCHAE LX Equity,EDRECAE LX Equity,EDRESAE LX Equity,EDREUSC FP Equity,EDRGDAE LX Equity,EDRGLHA LX Equity,EDRIEAA LX Equity,EDUVYAE LX Equity,EESA2EA LX Equity,EGPPMER FP Equity,ELAN13C FP Equity,ELANCLF FP Equity,ELAREAE LX Equity,ELLE FP Equity,ELNEUVL FP Equity,ELNUSAS FP Equity,ELSMEAE LX Equity,ETAKTRT LX Equity,ETAKTVE LX Equity,EUROPA1 LX Equity,EURPPRM FP Equity,EXCRISB LX Equity,EXCYBPA FP Equity,EXPEXDU FP Equity,FAGAAEU LX Equity,FASTEUR LX Equity,FDEECOB FP Equity,FECBAAE LX Equity,FEDCRSN FP Equity,FEDEPAC FP Equity,FEDETHI FP Equity,FEDFREU FP Equity,FEDINJP FP Equity,FEDINUS FP Equity,FEDMPAT FP Equity,FEDMUAE FP Equity,FEDORMT FP Equity,FEDTRIM FP Equity,FEGUECD LX Equity,FEIAHEQ LX Equity,FEINAPA FP Equity,FEINECC LX Equity,FEWEECA LX Equity,FFEKAAE LX Equity,FFEMACE LX Equity,FFEMDAE LX Equity,FFESCAE LX Equity,FFFOCUA LX Equity,FFGCVBD LX Equity,FFGFAEA LX Equity,FFLXF US Equity,FFTFAEA LX Equity,FIDAAEA LX Equity,FIDAGAE LX Equity,FIDASSI LX Equity,FIDCIFE LX Equity,FIDDAXI LX Equity,FIDEHYA LX Equity,FIDEUBI LX Equity,FIDEULC LX Equity,FIDEURO FP Equity,FIDFEBI LX Equity,FIDFESI LX Equity,FIDFEUA LX Equity,FIDFLAE LX Equity,FIDFSFE LX Equity,FIDFTEI LX Equity,FIDHCFE LX Equity,FIDINAE LX Equity,FIDINFE LX Equity,FIDITEA LX Equity,FIDLAEI LX Equity,FIDLAMI LX Equity,FIDLAUI LX Equity,FIDLEBI LX Equity,FIDLINI LX Equity,FIDLITI LX Equity,FIDLJPA LX Equity,FIDLLAI LX Equity,FIDLNDI LX Equity,FIDLPFI LX Equity,FIDLSEA LX Equity,FIDLSEI LX Equity,FIDLTHI LX Equity,FIDSWLI LX Equity,FIDWLDE LX Equity,FIDWRLI LX Equity,FIEMEAE LX Equity,FIEMEUR LX Equity,FIGRAVN FP Equity,FIN FP Equity,FINARTY FP Equity,FINSW FP Equity,FIWAAEU LX Equity,FLEEMDC LX Equity,FLEESGI LX Equity,FLEFEUI LX Equity,FLEGNRE LX Equity,FLEJAPI LX Equity,FLEUSTI LX Equity,FOREGCE LX Equity,FORELMA LX Equity,FRCTCAP FP Equity,FSAAEGH LX Equity,FSEAAEA LX Equity,FTMNAEH LX Equity,FUHYAEA LX Equity,GASCENC LX Equity,GFFIDEL FP Equity,GIN360A FP Equity,GLDM FP Equity,GRDEEUR FP Equity,GRE FP Equity,GWAGEUR FP Equity,HASECRC FP Equity,HASEPPT FP Equity,HENPEA2 LX Equity,HLT FP Equity,HLTW FP Equity,HMDPMEC FP Equity,HMGDECC FP Equity,HMGGLTC FP Equity,HMGREND FP Equity,HOLOTRM FP Equity,HSBBRAZ LX Equity,HSBCAEC FP Equity,HSBCHEA LX Equity,HSBCIAC LX Equity,HSBCSMF FP Equity,HSBECUA LX Equity,HSBEURC FP Equity,HSBEURQ LX Equity,HSBVLHC FP Equity,HSELDYN FP Equity,HSELEQE FP Equity,IMM21AC FP Equity,INBAAEA LX Equity,INDEURN FP Equity,INDFONC FP Equity,INDVARE FP Equity,INDW FP Equity,INGPEAC FP Equity,INOQMCC FP Equity,INOQUAC FP Equity,INOQUCC FP Equity,INS FP Equity,INVASIE LX Equity,INVCERE LX Equity,INVEACE LX Equity,INVEMER FP Equity,INVPGLE LX Equity,ITHAQUC FP Equity,JAFIA2E ID Equity,JANBAA1 ID Equity,JANRA2E ID Equity,JAVTA1E ID Equity,JPAPAIG LX Equity,JPASEAE LX Equity,JPEDAAE LX Equity,JPEDSCA LX Equity,JPGCAAU LX Equity,JPGIDEA LX Equity,JPMECAA LX Equity,JPMECAD LX Equity,JPMEGBA LX Equity,JPMEMAE LX Equity,JPMJASD LX Equity,JPMSCAA LX Equity,JPMSSAA LX Equity,JPMUSUD LX Equity,JPNH FP Equity,JPTEMDE LX Equity,JPX4 FP Equity,JUPLEUR LX Equity,KBLRMCC FP Equity,KERCORR FP Equity,KERESSC FP Equity,KERFLXC FP Equity,KERTRDY FP Equity,KIRMCAC FP Equity,LAZNORD FP Equity,LAZPATR FP Equity,LCFEAEU LX Equity,LCFSHAB FP Equity,LDNCACA LX Equity,LEM FP Equity,LEODEUB LX Equity,LEOIBBC LX Equity,LEOVLUA LX Equity,LEVAEAA ID Equity,LFIEDRE LX Equity,LFPALOP FP Equity,LFPMPEA FP Equity,LFPOBLP FP Equity,LGBLBCE LX Equity,LOBETHQ FP Equity,LOIWGAE LX Equity,LOPREPA LX Equity,LQQ FP Equity,LSUGHRE LX Equity,LTM FP Equity,LVC FP Equity,LVE FP Equity,MAGLNSV FP Equity,MAGTREA LX Equity,MANDVAL FP Equity,MANEMRE LX Equity,MANENTR FP Equity,MANOPPR FP Equity,MANUSMR LX Equity,MASTOBL FP Equity,MATW FP Equity,MEH FP Equity,MERENYA LX Equity,MERENYE LX Equity,MERGSML LX Equity,MERNEEA LX Equity,MESAGRA LX Equity,METCONV FP Equity,METFRON FP Equity,METSELC FP Equity,MFGERMA LX Equity,MFTPEIA LX Equity,MGCAAEA LX Equity,MGDAAEA LX Equity,MGGCEAA LX Equity,MGGDEAA LX Equity,MGGMEAA LX Equity,MGGSEAA LX Equity,MGHMLA2 LX Equity,MGJSCEA LX Equity,MGLIEAA LX Equity,MGMCRAE LX Equity,MGOIEAA LX Equity,MGREAHA LX Equity,MGSERAE LX Equity,MGT FP Equity,MGTRAEA LX Equity,MIB FP Equity,MIGGLII LX Equity,MIGGMFX LX Equity,MIGGMFY LX Equity,MIGGREA LX Equity,MIGOEAE LX Equity,MIGSJJE LX Equity,MIGSNNI LX Equity,MIGWMEE LX Equity,MLATAEA LX Equity,MLEUVAA LX Equity,MLFEEUA LX Equity,MMS FP Equity,MOBICRO FP Equity,MONEROP FP Equity,MONETAL FP Equity,MONMLCP FP Equity,MONRENC FP Equity,MONREVO FP Equity,MONTREO FP Equity,MSE FP Equity,MTA FP Equity,MTB FP Equity,MTC FP Equity,MTD FP Equity,MTF FP Equity,MTH FP Equity,MWO FP Equity,NABSRBE LX Equity,NATSMER FP Equity,NDXH FP Equity,NETEXHE LX Equity,NORAMVE LX Equity,NORMABP LX Equity,NRGW FP Equity,OBINFHC FP Equity,OBJACER FP Equity,OBJACTC FP Equity,OBJAEMR FP Equity,OBJALPR FP Equity,OBJCONV FP Equity,OBJSMCR FP Equity,ODDAVEC FP Equity,ODDGENC FP Equity,ODDPIFR FP Equity,ODDPREU FP Equity,ODEUMIC FP Equity,OFGCCRC FP Equity,OFIREER FP Equity,OGESAUD FP Equity,OIL FP Equity,OMSBRCA LX Equity,OMSUERE LX Equity,OPCIMMO FP Equity,OPPDIVF FP Equity,PAEILCC LX Equity,PALBLEU FP Equity,PAM2633 BB Equity,PAMAGRB BB Equity,PAMEENR BB Equity,PAMEURC BB Equity,PARBRCE LX Equity,PARGECC LX Equity,PASI FP Equity,PATRIMC FP Equity,PCMAGOP LX Equity,PENSCCA LX Equity,PETRGEF FP Equity,PFAGRPC LX Equity,PFASEPC LX Equity,PFBIOPC LX Equity,PFEMLOC LX Equity,PFGENPC LX Equity,PFIFGEC LX Equity,PFINDEP LX Equity,PFJPNPC LX Equity,PFLCLEN LX Equity,PFLDCPE LX Equity,PFLGMSE LX Equity,PFLTPCE LX Equity,PFSECRE LX Equity,PICBIHP LX Equity,PICWAPA LX Equity,PIEMSPE LX Equity,PIPBIOI LX Equity,PIRPEUR LX Equity,PLEVOLA FP Equity,PLUVESA FP Equity,PLUVFRA FP Equity,POSEURC FP Equity,POSTECR FP Equity,PPGPMBP LX Equity,PREURCC LX Equity,PRIMPMR FP Equity,PROPAEQ FP Equity,PTEMSPE LX Equity,PUDIOPA FP Equity,PUST FP Equity,PVALFRE FP Equity,QUADEUR FP Equity,RBCAPAC FP Equity,RBEURST FP Equity,RCMEEAT LX Equity,RCOVBCE FP Equity,REACFIF FP Equity,REIMIUB FP Equity,RENSEUR FP Equity,REYEUEQ LX Equity,REYNAEQ LX Equity,RGCCGED LX Equity,RICHEUR FP Equity,RICHINV FP Equity,RIO FP Equity,RJEUOAC FP Equity,ROASEVC LX Equity,ROBLPRF FP Equity,ROEMEMC FP Equity,ROEMUSE FP Equity,ROTCOEU FP Equity,ROTEMUS FP Equity,ROTHINB FP Equity,ROUVEUR LX Equity,ROUVPAT LX Equity,ROUVVAC LX Equity,RS2K FP Equity,SANABSO FP Equity,SCGAAEH LX Equity,SCGCCEA LX Equity,SCGMAHA LX Equity,SCHEAAC LX Equity,SCHEEAA LX Equity,SCHEEBA LX Equity,SCHEHIA LX Equity,SCHEMEB LX Equity,SCHGQEA LX Equity,SCHIMAA LX Equity,SCHPCVP FP Equity,SCHPOEP FP Equity,SCHUMAE LX Equity,SCPCGWP FP Equity,SCPCMCP FP Equity,SCUKAHE LX Equity,SEL FP Equity,SELRPRU FP Equity,SGINEUR FP Equity,SGQI FP Equity,SICEURS FP Equity,SINOFIC FP Equity,SISSSMA LX Equity,SLDYNPP FP Equity,SLFDEFE FP Equity,SOCGISD LX Equity,SOFSL1P FP Equity,SOGEAAC LX Equity,SOGEJAH LX Equity,SOGEUAH LX Equity,SOGVALR FP Equity,SOPIEUR FP Equity,SP5 FP Equity,SP5H FP Equity,SPACTCO FP Equity,SPSPHRP FP Equity,SSEIPEU LX Equity,SSESCPE LX Equity,SSGEEMP LX Equity,STHINDE FP Equity,STHOPME FP Equity,STRTDIS FP Equity,SUNEUSR FP Equity,SWASILT FP Equity,SYCHAWR LX Equity,SYCMICP FP Equity,SYCOPAT FP Equity,SYCOPTR FP Equity,SYCPARP FP Equity,SYCSCRR FP Equity,SYNSMAC FP Equity,SYSACEA LX Equity,SYSEREA FP Equity,SYSYCTE FP Equity,TAIRRAE LX Equity,TALOPML FP Equity,TEGACEH LX Equity,TELADEU LX Equity,TELW FP Equity,TEMAAAE LX Equity,TEMASCA LX Equity,TEMCHAI LX Equity,TEMFMAE LX Equity,TEMFMBE LX Equity,TEMGIAA LX Equity,TEMGREU LX Equity,TEMMBXE LX Equity,TEMTECI LX Equity,TGNACEH LX Equity,TGTAACE LX Equity,THIPATC FP Equity,TIICARE LX Equity,TIKGLVP FP Equity,TITSDRE LX Equity,TNOW FP Equity,TOCDIVC FP Equity,TOCDIVD FP Equity,TOCFINC FP Equity,TOCHLDP FP Equity,TOCPMEP FP Equity,TOGOLDP FP Equity,TPXH FP Equity,TRICREC FP Equity,TRSROCA FP Equity,TRSTMSE FP Equity,TSEFRAE LX Equity,TSFRAEU LX Equity,UBSSWEQ LX Equity,ULYTCFA LX Equity,UNIHOCC FP Equity,UNIVOBL FP Equity,US10 FP Equity,USHY FP Equity,UST FP Equity,VAL FP Equity,VARVALF FP Equity,VERNORD FP Equity,VPAPPRC FP Equity,VPFVPGP FP Equity,WAT FP Equity,WLD FP Equity,WLDH FP Equity,X1G FP Equity,YIEL FP Equity,YOMONDE FP Equity
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7461.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,1246.26,1343.02,11.2098,140.68,23.656,731.89,4.5526,58.446,241.13,679.26,310.0,330.48,766.04,113.35,105.68,134.93,189.26,240.6122,188.08,194.38,234.76,453.06,943.5,121.06,106.73,154.725,90.25,9.14,57.73,643.26,43.338,618.66,19.47,266.46,243.25,,56.45,42.68,156.43,144.37,144.85,154.38,1083.44,42.58,76.22,120.1,198.58,211.12,1852.74,,157.81,147.45,277.04,247.1,2941.65,49.53,12.86,1259.44,1939.12,19.389,92.86,499.67,152.27,183.14,441.9,304.61,35.74,60.457,107.93,39.03,1144.77,198.39,19.41,621.51,279.13,2.8545,88.99,305.13,248.75,59.14,167.7,219.23,292.2,44.8,1193.83,1557.78,978.24,123.24,243.34,396.61,365.28,1468.69,236.48,1307.68,641.04,235.95,189.71,1759.18,125.25,167.09,69.23,179.96,48.51,88.96,125.35,21.38,2299.39,869.74,22.9,460.57,3188.22,1340.19,30.4,127.8,277.29,356.07,410.0,131.09,139.263,321.99,330.97,1436.57,90.65,475.46,331.67,,948.96,216.03,78.31,681.22,16.895,154.3,336.65,355.7116,167.37,126.54,163.14,225.47,1248.23,134.44,217.68,256.15,102.54,365.6,116.18,119.8,154.56,147.94,114.22,389.02,472.59,246.88,98.69,140.8,267.8,377.37,29.091,204.81,158.27,267.23,259.35,433.13,203.05,314.97,283.41,140.99,707.17,103.86,96.38,417.23,1845.16,121.96,224.5,292.08,219.77,295.88,878.6,1042.28,173.14,190.94,321.63,183.6,451.9,219.64,379.99,560.42,163.92,102.17,171.92,1132.08,123.5,232.8,120.55,193.79,131.16,159.92,104.5,10.47,190.72,336.82,126.54,120.81,139.0,,562.86,107.61,75.96,1809.96,17.76,474.07,168.96,33.12,65.14,84.85,155.87,35.35,,366.84,105.81,211.95,40.01,17.98,344.31,80.67,401.03,150.24,137.6,16.67,27.99,24.92,25.32,19.7,13.25,25.15,10.05,20.4,27.65,26.87,55.65,66.19,11.8,21.66,14.13,53.34,60.43,25.26,60.2,14.54,55.23,39.74,30.47,52.17,55.42,56.04,8.695,34.65,11.16,69.08,18.69,63.19,38.98,1.808,38.84,1442.0,38.19,9.336,10.42,57.06,69.29,32.88,27.26,18.1,19.9,1758.71,75.197,1633.77,180.34,14.07,16.55,19.43,53.32,14.07,,24.18,186.89,229.14,222.93,11.13,31.66,3.91,25.75,98.47,149.32,147.97,,240.1,1.0732,180.66,120.81,153.73,31.38,109.567,331.03,105.5,210.74,229.62,3036.03,168.58,26.255,332.03,122.63,191.297,2266.66,44.78,3599.46,44.311,204.22,384.23,351.91,195.06,16.48,4696.27,207.89,487.52,341.14,1374.93,117.89,216.2,182.34,44.536,110.9,21.48,71.88,575.76,46.37,17.88,21.92,32.92,17.64,29.66,134.22,21.22,25.22,50.5,43.27,140.29,186.14,144.04,1965.25,22.65,,14.98,157.61,22.52,132.02,98.68,161.16,12.05,154.78,187.29,237.18,120.85,2051.72,186.31,197.38,117.29,110.13,226.92,165.34,11.417,159.46,149.51,201.71,136.22,1087.47,111.22,209.93,129.62,209.35,1862.1,11.4088,439.8915,327.75,152.92,30.827,25.065,32.62,25.27,,512.67,20.09,90.14,1290.31,1498.09,67.45,356.17,47.365,14.83,13.5,111.56,9.6,123.41,325.35,453.5,606.25,229.07,108.61,9.7943,9.7382,16.9797,11.0077,14.5394,33.13,38.13,30.3564,13.5383,136.18,10.4986,10.1032,203.93,42.234,9.9048,22.92,60.89,30.12,27.15,132.32,29.04,,223.71,33.04,70.91,68.08,35.69,307.16,648.58,151.82,,295.76,151.3,100.95,135.45,36.74,124.98,154.24,167.27,185.96,257.99,125.46,47.63,17.12,382.11,221.8,158.86,59.59,12.32,276.35,14141.5,1234.87,1438.83,1631.22,437.2,1515.63,384.92,4133.99,884.18,318.84,197.27,636.8,1257.83,114.23,22.19,45.28,76.29,136.24,,136.48,144.66,30.61,263.68,161.98,177.13,559.23,114.37,224.5,16.098,870.91,124.88,414.83,634.38,231.98,264.36,708.52,155.91,275.76,263.28,496.04,,91.01,358.3,251.11,160.01,229.86,530.37,370.3,233.67,791.6,175.25,140.48,127.45,485.36,176.6,237.78,186.25,257.24,730.97,1683.74,96.93,144.47,30.965,2396.82,145.99,2816.3,1708.36,255.61,111.56,234.22,,182.71,464.2,311.0,263.97,176.12,229.27,22.77,330.09,126.29,153.0,61.48,398.95,282.89,79.32,181.14,315.61,58.97,148.16,209.1943,119.7,110.3432,19.9603,118.6763,38.8101,39.3747,34.7842,23.6833,25.1315,229.337,17.0915,150.02,141.37,320.7686,304.36,149.43,6.7452,17.565,13.04,3695.07,125.64,168.519,76.97,,,167.48,7446.84,167.99,142.62,209.39,187.79,2395.13,,29.508,176.5,2598.13,177.78,13.7537,12.77,11.3,357.83,446.54,192.44,131.79,214.3,130.62,560.67,138.42,348.35,1448.03,126.99,748.31,,367.56,438.47,115.19,120.34,19.87,56.64,126.26,34.81,56.28,31.46,21.98,21.35,26.84,18.1,38.85,24.5,17.51,26.85,344.38,664.49,748.72,119.92,318.83,24.43,13.2,59.81,236.3,16.36,143.62,224.84,367.9,418.01,159.43,100.53,119.26,,188.41,297.99,105.34,150.29,97.0,30.917,114.5,325.12,204.57,128.73,145.02,43.558,209.17,137.78,250.3982,115.03,109.54
2020-01-03,1248.66,1342.97,11.1789,140.91,23.6684,732.54,4.5252,58.198,240.27,676.71,309.82,330.49,763.01,113.56,105.67,136.92,187.79,241.7282,188.21,192.62,234.66,452.64,939.83,121.09,106.77,153.321,89.95,9.1,57.99,643.01,43.287,623.26,19.51,267.22,241.84,,56.17,42.51,155.58,143.79,145.76,155.36,1082.73,42.63,76.16,119.77,198.17,210.63,1852.92,,159.38,148.91,275.8,246.64,2930.1,50.03,12.88,1252.43,1944.45,19.223,91.84,496.44,151.88,183.1,441.11,303.58,35.62,59.867,108.2,39.36,1157.39,199.51,19.42,619.95,279.1,2.85,89.0,304.77,249.74,59.16,167.17,218.66,291.34,44.84,1196.18,1554.93,973.9,122.95,241.83,394.62,365.13,1478.46,236.92,1307.7,640.61,235.61,189.7,1759.93,125.49,166.88,68.85,180.32,48.16,89.43,127.55,21.135,2298.6,870.95,22.91,458.95,3170.59,1343.96,30.2,127.54,275.15,357.51,407.3,130.63,139.472,321.78,331.96,1436.16,90.41,475.33,331.87,,953.19,214.99,78.22,678.21,16.893,154.282,334.6,356.1655,166.68,124.8,163.02,226.18,1247.98,134.65,217.49,256.15,102.39,364.06,115.25,119.38,153.98,147.18,114.22,388.75,472.06,245.79,98.26,140.29,266.12,373.8,28.773,204.88,157.6,266.83,259.05,425.47,202.47,314.9,282.03,140.4,704.99,103.77,96.26,415.72,1837.08,122.1,223.72,291.26,220.04,294.96,877.43,1044.57,172.06,190.2,319.25,183.72,450.69,219.86,378.86,560.96,162.9,102.22,171.42,1129.15,123.65,232.13,119.88,193.02,131.16,159.21,104.21,10.428,188.9,336.0,126.35,121.58,139.89,125.49,565.47,107.62,75.46,1798.1,17.72,474.63,169.05,33.19,64.76,84.48,155.37,35.3,,365.53,105.9,211.09,39.94,18.09,344.51,80.56,401.08,149.09,137.58,16.55,27.83,24.93,25.19,19.59,13.27,24.95,10.06,20.39,27.57,26.92,55.4,66.09,11.74,21.67,14.18,53.26,60.33,25.18,59.89,14.51,55.52,39.56,30.38,52.17,54.88,56.14,8.642,34.7,11.13,69.41,18.68,63.14,38.75,1.797,39.06,1429.0,38.08,9.274,10.35,57.11,69.05,32.82,27.22,18.04,19.84,1749.41,74.52,1632.05,179.6,14.05,16.54,19.35,53.03,14.09,,24.11,185.99,228.77,223.71,11.16,31.45,3.91,25.76,98.48,149.45,147.02,,240.0,1.056,180.13,120.77,153.83,31.17,109.197,331.23,105.39,210.57,230.13,3039.77,168.22,26.256,330.11,122.061,189.229,2259.02,44.781,3614.31,43.921,203.88,383.26,351.51,195.95,16.54,4669.59,208.5,485.16,342.23,1367.98,117.74,215.24,181.24,44.206,112.14,21.48,71.09,575.6,46.63,17.85,21.99,32.82,17.73,29.49,133.89,21.27,25.11,50.09,43.13,140.14,186.05,143.97,1966.57,22.61,,14.94,157.66,22.49,131.02,98.6,160.68,12.11,154.68,187.34,236.47,120.89,2050.59,186.18,196.28,116.84,110.33,227.22,165.24,11.351,159.35,148.88,200.78,135.19,1084.58,111.37,210.0,129.6,210.78,1852.02,11.394,439.1393,328.9,151.66,30.872,25.06,32.265,25.24,,509.83,19.91,89.84,1284.64,1490.76,67.76,352.63,47.484,14.94,13.61,110.93,9.54,123.84,325.12,452.1,605.21,226.42,107.72,9.7631,9.6969,17.0486,10.9235,14.6317,32.97,38.1,30.116,13.4231,136.15,10.4964,10.1096,202.71,42.311,9.8446,22.805,60.68,30.46,27.46,132.81,28.91,,222.86,32.89,71.23,67.9,35.61,305.13,645.75,151.67,178.45,295.4,151.23,100.87,135.4,36.555,125.02,154.49,167.72,186.94,260.58,126.98,47.85,17.12,380.34,221.95,157.85,59.46,12.33,277.75,14205.08,1228.46,1443.52,1624.4,433.59,1519.57,383.93,4120.78,879.01,317.76,196.96,632.54,1252.61,113.8,22.12,45.876,75.99,136.42,,136.31,145.39,30.5,262.12,161.59,176.51,561.49,113.78,223.58,15.94,869.43,124.72,411.35,637.06,231.23,264.5,699.76,155.89,274.96,263.1,493.09,,90.6,357.75,249.86,157.85,228.92,523.06,368.53,232.38,780.74,173.73,140.47,126.91,485.45,177.08,238.33,185.91,255.36,739.15,1683.63,96.59,143.47,31.03,2393.91,145.56,2810.53,1702.11,254.48,111.6,233.18,,182.57,461.14,309.43,263.75,175.75,229.09,22.742,330.48,126.38,153.13,61.53,400.39,282.98,79.95,181.06,314.9,58.98,148.23,209.5484,119.75,110.567,19.8328,118.7123,38.967,39.1053,34.5456,23.7604,25.0231,228.7982,17.0624,150.28,141.23,318.3219,305.36,149.7,6.7095,17.497,13.09,3675.69,125.5,167.807,76.51,49.0669,,167.6,7446.8398,168.51,143.12,209.38,187.31,2394.66,,29.54,176.54,2590.63,177.85,13.6919,12.68,11.29,355.77,444.46,191.97,131.82,213.3,130.2,559.77,138.42,347.37,1446.29,127.01,742.34,112.83,366.12,438.07,114.69,120.23,19.85,56.04,126.52,34.7,55.92,31.28,22.02,21.22,26.84,18.05,38.66,24.31,17.49,26.84,344.22,663.9,745.88,119.92,318.95,24.32,13.14,59.68,234.68,16.25,143.01,223.12,367.46,415.52,159.49,100.6,119.43,384.19,187.58,298.48,105.65,152.35,97.11,30.984,113.74,324.51,203.13,128.84,144.33,43.485,209.13,137.74,251.4416,114.71,109.41
